GENDER,AGE,MARITAL_STATUS,PROFESSION
F,39,Single,Professional
F,30,Married,Other
M,23,Single,Sales
F,28,Single,Student
F,31,Married,Other
M,40,Married,Other
M,40,Married,Other
F,49,Married,Other
M,25,Single,Other
F,28,Married,Professional
F,28,Married,Professional
M,40,Married,Sales
F,39,Unspecified,Hospitality
M,43,Married,Other
M,21,Single,Student
M,32,Single,Professional
M,32,Single,Professional
M,32,Single,Professional
F,57,Unspecified,Hospitality
F,57,Unspecified,Hospitality
F,36,Married,Other
F,36,Married,Other
F,36,Married,Other
F,38,Married,Executive
M,25,Married,Other
F,39,Married,Other
F,40,Married,Other
M,33,Married,Sales
M,33,Married,Sales
M,53,Married,Professional
M,53,Married,Professional
F,30,Married,Other
F,30,Married,Other
M,27,Single,Other
M,27,Single,Other
M,29,Married,Sales
M,29,Married,Sales
F,28,Single,Other
M,27,Single,Trades
M,28,Single,Trades
F,34,Single,Professional
M,27,Married,Other
M,20,Single,Professional
M,20,Single,Professional
M,30,Married,Sales
M,30,Married,Sales
M,30,Married,Sales
F,34,Married,Other
M,54,Married,Professional
M,54,Married,Professional
M,54,Married,Professional
F,31,Married,Executive
M,38,Married,Other
M,38,Married,Other
F,22,Single,Other
F,22,Single,Other
M,30,Married,Other
M,30,Married,Other
M,31,Married,Other
F,36,Single,Other
F,30,Married,Other
F,30,Married,Other
M,25,Single,Retail
M,25,Single,Retail
M,25,Single,Retail
M,19,Single,Sales
M,19,Single,Sales
M,51,Married,Retired
M,51,Married,Retired
M,29,Single,Professional
M,29,Single,Professional
F,47,Married,Other
F,46,Married,Hospitality
M,37,Married,Other
M,37,Married,Other
M,37,Married,Other
M,37,Married,Other
M,28,Single,Other
M,28,Single,Other
M,51,Married,Other
M,51,Married,Other
M,51,Married,Other
M,21,Single,Professional
F,20,Single,Professional
F,20,Single,Professional
F,20,Single,Professional
M,34,Married,Other
M,34,Married,Other
F,20,Single,Other
M,21,Single,Sales
F,27,Single,Retail
F,25,Single,Student
F,33,Married,Other
F,33,Married,Other
F,33,Married,Other
F,33,Married,Other
F,20,Single,Other
F,48,Married,Executive
F,31,Married,Other
F,32,Single,Professional
M,18,Single,Student
F,39,Married,Other
F,26,Married,Professional
F,26,Married,Professional
F,19,Single,Other
F,45,Married,Other
F,45,Married,Other
F,45,Married,Other
M,49,Married,Professional
M,49,Married,Professional
F,30,Single,Professional
F,30,Single,Professional
F,33,Single,Other
F,47,Married,Retired
F,29,Married,Executive
F,38,Married,Professional
M,36,Unspecified,Trades
M,36,Unspecified,Trades
M,36,Unspecified,Trades
M,36,Unspecified,Trades
F,36,Single,Other
M,31,Single,Professional
M,31,Married,Other
F,23,Single,Professional
F,23,Single,Professional
F,19,Single,Other
M,33,Married,Trades
M,44,Married,Professional
F,34,Single,Professional
F,21,Single,Other
F,21,Single,Other
F,36,Single,Professional
F,26,Single,Professional
M,32,Married,Sales
M,29,Single,Other
M,19,Single,Student
F,44,Married,Executive
M,30,Unspecified,Sales
M,30,Unspecified,Sales
M,30,Unspecified,Sales
F,20,Single,Retail
F,40,Unspecified,Hospitality
M,31,Married,Sales
M,31,Married,Sales
M,25,Married,Other
M,25,Married,Other
M,25,Married,Other
F,35,Married,Professional
F,35,Married,Professional
M,30,Single,Professional
F,20,Single,Student
F,28,Married,Other
M,41,Single,Other
M,36,Single,Sales
M,36,Single,Sales
M,36,Single,Sales
F,37,Married,Retail
M,41,Married,Sales
M,35,Single,Sales
M,35,Single,Sales
F,60,Married,Retired
M,28,Married,Other
F,21,Single,Other
F,21,Single,Other
F,24,Single,Student
F,24,Single,Student
F,32,Married,Other
M,32,Married,Other
M,32,Married,Other
M,32,Married,Other
F,32,Married,Executive
F,39,Single,Professional
M,37,Single,Professional
M,37,Single,Professional
F,40,Married,Executive
F,28,Single,Professional
F,28,Single,Professional
F,44,Married,Other
F,44,Married,Other
M,21,Single,Other
M,33,Married,Other
M,29,Married,Professional
M,23,Single,Student
F,46,Married,Other
M,37,Married,Other
F,19,Single,Other
F,19,Single,Other
F,33,Married,Executive
F,20,Single,Student
M,34,Married,Other
M,34,Single,Trades
M,54,Married,Professional
M,54,Married,Professional
M,38,Married,Executive
M,38,Married,Executive
F,26,Married,Executive
M,32,Married,Trades
F,48,Married,Other
F,41,Married,Other
F,41,Married,Other
F,41,Married,Other
F,51,Unspecified,Hospitality
M,21,Single,Sales
M,21,Single,Sales
M,21,Single,Sales
F,33,Married,Executive
F,29,Single,Professional
F,26,Single,Other
M,34,Single,Professional
M,32,Married,Other
M,41,Unspecified,Other
M,41,Unspecified,Other
F,33,Married,Other
F,29,Single,Student
M,45,Married,Professional
M,45,Married,Professional
M,45,Married,Professional
M,45,Married,Professional
F,38,Unspecified,Hospitality
F,38,Unspecified,Hospitality
F,18,Single,Retail
F,28,Single,Other
F,28,Single,Other
M,41,Married,Trades
M,29,Unspecified,Sales
M,29,Unspecified,Sales
M,29,Unspecified,Sales
M,29,Unspecified,Sales
F,32,Married,Executive
M,43,Married,Sales
F,23,Single,Hospitality
F,23,Single,Hospitality
F,23,Single,Hospitality
F,47,Married,Executive
F,47,Married,Executive
F,38,Married,Other
M,31,Single,Trades
M,31,Single,Trades
F,50,Married,Other
F,32,Married,Executive
F,38,Married,Executive
F,63,Married,Other
F,32,Single,Professional
M,29,Single,Retail
M,29,Single,Retail
F,37,Single,Retail
M,27,Single,Sales
M,27,Single,Sales
M,27,Single,Sales
M,22,Single,Student
M,22,Single,Student
M,19,Single,Student
F,42,Married,Other
F,42,Married,Other
F,42,Married,Other
F,19,Single,Other
F,24,Single,Professional
F,24,Single,Professional
F,24,Single,Professional
F,24,Single,Professional
F,48,Married,Other
F,48,Married,Other
F,32,Married,Professional
F,32,Married,Professional
F,31,Married,Retail
F,31,Married,Retail
F,52,Married,Other
F,52,Married,Other
F,52,Married,Other
F,52,Married,Other
M,27,Married,Sales
M,34,Married,Executive
M,34,Married,Executive
F,39,Single,Other
F,44,Married,Other
F,64,Married,Other
M,26,Single,Other
M,26,Single,Other
M,26,Single,Other
M,22,Single,Other
M,22,Single,Other
F,30,Married,Executive
F,30,Married,Executive
M,34,Single,Other
M,34,Single,Other
M,34,Single,Other
M,34,Single,Other
F,25,Single,Sales
F,21,Single,Professional
M,46,Married,Other
M,22,Single,Other
F,63,Married,Other
F,36,Single,Professional
M,32,Married,Professional
M,25,Married,Other
M,25,Married,Other
F,34,Married,Professional
F,34,Married,Professional
M,37,Single,Executive
M,37,Single,Executive
M,37,Single,Executive
F,48,Married,Other
F,29,Single,Sales
M,40,Married,Other
M,40,Married,Other
F,26,Single,Student
F,26,Single,Other
M,49,Married,Trades
M,49,Married,Trades
M,49,Married,Trades
M,28,Married,Professional
M,31,Single,Other
M,31,Single,Other
F,37,Married,Sales
F,19,Single,Other
F,33,Married,Other
F,25,Married,Other
F,26,Married,Other
F,27,Single,Other
F,25,Single,Other
M,40,Single,Sales
M,40,Single,Sales
M,33,Married,Other
M,20,Single,Sales
F,42,Married,Other
M,20,Single,Other
M,40,Married,Other
M,20,Single,Sales
M,20,Single,Sales
F,23,Single,Other
M,51,Married,Professional
M,51,Married,Professional
F,39,Unspecified,Other
M,44,Married,Other
M,24,Single,Professional
M,24,Single,Professional
F,36,Single,Professional
F,35,Married,Executive
F,35,Married,Executive
F,28,Single,Other
F,28,Single,Other
F,28,Single,Other
M,44,Married,Trades
M,44,Married,Trades
F,26,Married,Executive
M,42,Married,Other
M,31,Unspecified,Professional
M,42,Married,Other
M,42,Married,Other
F,27,Single,Professional
F,31,Married,Other
F,31,Married,Other
F,31,Married,Other
M,49,Married,Professional
F,39,Married,Other
F,68,Unspecified,Hospitality
F,68,Unspecified,Hospitality
M,49,Unspecified,Trades
M,49,Unspecified,Trades
M,49,Unspecified,Trades
M,49,Unspecified,Trades
F,34,Single,Professional
F,29,Single,Professional
F,29,Single,Other
F,29,Single,Other
F,36,Married,Other
F,36,Married,Other
M,21,Single,Retail
M,21,Single,Retail
F,40,Married,Executive
F,18,Single,Professional
M,38,Married,Other
M,38,Married,Other
F,37,Unspecified,Hospitality
M,39,Married,Executive
M,19,Single,Trades
F,32,Unspecified,Sales
F,32,Unspecified,Sales
F,29,Single,Retail
F,22,Single,Student
M,27,Married,Other
M,27,Married,Other
M,27,Married,Other
F,36,Single,Professional
F,21,Single,Other
F,24,Single,Sales
M,25,Single,Student
F,29,Single,Professional
F,25,Single,Professional
M,41,Married,Trades
M,41,Married,Trades
M,41,Married,Trades
M,41,Married,Trades
M,43,Married,Other
F,29,Single,Professional
F,45,Married,Other
F,45,Married,Other
F,39,Married,Other
M,42,Married,Other
F,44,Married,Executive
M,36,Married,Other
F,29,Married,Retail
F,34,Married,Other
F,34,Married,Other
F,26,Single,Student
F,47,Married,Other
F,47,Married,Other
F,47,Married,Other
F,47,Married,Other
M,27,Married,Sales
M,27,Married,Sales
M,36,Married,Student
M,39,Married,Executive
M,39,Married,Executive
M,39,Married,Executive
M,40,Married,Executive
M,34,Married,Executive
M,38,Married,Professional
F,33,Married,Other
F,33,Married,Other
F,33,Married,Other
F,38,Single,Other
F,21,Single,Professional
F,21,Single,Professional
F,19,Single,Professional
F,20,Single,Other
F,20,Single,Other
F,21,Single,Other
F,46,Married,Professional
F,39,Unspecified,Hospitality
F,39,Unspecified,Hospitality
F,38,Married,Other
F,38,Married,Other
F,28,Married,Retail
F,28,Married,Retail
F,28,Married,Retail
M,26,Single,Other
M,26,Single,Other
F,29,Single,Sales
F,33,Married,Executive
F,33,Married,Executive
F,46,Unspecified,Hospitality
F,36,Married,Other
M,34,Married,Other
F,25,Married,Executive
M,36,Married,Sales
M,22,Single,Professional
F,19,Single,Sales
F,28,Single,Sales
M,55,Married,Trades
M,55,Married,Trades
F,48,Unspecified,Hospitality
F,48,Unspecified,Hospitality
F,49,Unspecified,Hospitality
F,30,Married,Professional
F,30,Married,Professional
M,29,Married,Sales
M,29,Married,Sales
M,49,Married,Retired
M,38,Married,Sales
M,36,Married,Professional
M,36,Married,Professional
M,34,Single,Other
M,29,Single,Other
M,43,Married,Executive
F,55,Married,Other
M,36,Unspecified,Sales
F,25,Single,Other
M,30,Single,Trades
M,30,Single,Trades
F,23,Single,Professional
F,31,Married,Hospitality
F,31,Married,Hospitality
F,31,Married,Hospitality
F,31,Married,Hospitality
M,37,Married,Other
F,41,Married,Other
F,30,Married,Other
F,30,Married,Other
M,48,Unspecified,Other
M,48,Unspecified,Other
M,48,Unspecified,Other
F,35,Married,Other
F,29,Married,Retail
F,29,Married,Retail
M,41,Married,Sales
F,52,Married,Other
F,30,Married,Other
M,28,Married,Executive
M,28,Married,Executive
M,28,Married,Executive
F,40,Married,Other
F,39,Married,Professional
M,30,Married,Sales
M,37,Married,Other
M,37,Married,Other
M,37,Married,Other
M,26,Married,Professional
M,26,Married,Professional
M,43,Married,Sales
M,28,Single,Sales
M,28,Single,Sales
M,39,Married,Executive
M,39,Married,Executive
M,44,Married,Other
M,44,Married,Other
M,26,Married,Professional
F,31,Married,Executive
F,30,Married,Professional
F,24,Single,Professional
M,29,Single,Trades
M,29,Single,Trades
M,50,Married,Other
F,34,Married,Professional
F,34,Married,Professional
M,59,Married,Other
M,59,Married,Other
M,59,Married,Other
M,36,Married,Executive
M,38,Married,Trades
M,38,Married,Trades
F,66,Married,Other
F,66,Married,Other
M,34,Married,Other
M,24,Single,Other
M,22,Single,Sales
M,21,Single,Student
F,31,Married,Hospitality
M,39,Single,Professional
M,39,Single,Professional
M,39,Single,Professional
F,45,Married,Professional
M,54,Married,Retired
M,54,Married,Retired
M,54,Married,Retired
F,28,Single,Student
F,28,Single,Student
M,37,Married,Other
M,37,Married,Other
M,23,Single,Sales
M,28,Married,Other
M,28,Married,Other
M,59,Married,Professional
M,34,Single,Other
F,32,Married,Executive
F,57,Married,Other
F,54,Married,Other
F,54,Married,Other
F,54,Married,Other
F,54,Married,Other
M,39,Single,Professional
M,39,Single,Professional
M,39,Single,Professional
M,31,Married,Other
M,31,Married,Other
M,19,Single,Professional
M,43,Married,Other
M,43,Married,Other
M,43,Married,Other
F,27,Single,Other
M,19,Single,Sales
M,19,Single,Sales
M,42,Married,Other
M,25,Married,Other
M,25,Married,Other
M,52,Married,Professional
M,43,Single,Executive
M,42,Married,Other
M,42,Married,Other
F,23,Single,Sales
M,43,Married,Executive
M,43,Married,Executive
F,28,Single,Other
F,28,Single,Other
M,27,Married,Other
M,27,Married,Other
M,21,Single,Trades
M,21,Single,Trades
F,62,Married,Other
M,32,Single,Professional
M,32,Single,Professional
F,34,Married,Professional
M,42,Married,Sales
M,42,Married,Sales
F,41,Married,Other
F,41,Married,Other
F,43,Married,Other
F,43,Married,Other
F,43,Married,Other
M,19,Single,Other
M,19,Single,Other
M,29,Single,Sales
F,27,Married,Retail
F,27,Married,Retail
M,29,Single,Other
M,29,Single,Other
F,25,Single,Professional
F,20,Single,Student
F,34,Single,Professional
F,27,Married,Other
M,41,Married,Trades
F,42,Married,Other
M,43,Unspecified,Other
F,27,Single,Professional
F,38,Married,Other
F,38,Married,Other
M,41,Married,Other
M,41,Married,Other
F,28,Single,Professional
M,28,Married,Professional
F,56,Married,Other
F,56,Married,Other
M,48,Married,Other
F,44,Married,Other
M,48,Married,Other
M,40,Married,Trades
M,40,Married,Trades
M,25,Single,Professional
M,25,Single,Professional
M,30,Married,Other
M,30,Married,Other
M,30,Single,Trades
M,30,Single,Trades
M,30,Single,Trades
F,35,Married,Other
F,35,Married,Other
F,35,Married,Other
F,34,Married,Other
M,39,Married,Executive
M,23,Single,Student
M,26,Married,Professional
F,35,Single,Other
F,39,Single,Other
F,31,Married,Other
F,31,Married,Other
F,31,Married,Other
F,38,Unspecified,Hospitality
M,29,Single,Trades
M,37,Married,Other
F,39,Single,Other
M,35,Married,Professional
M,36,Married,Trades
M,36,Married,Trades
F,33,Married,Professional
M,40,Married,Trades
M,19,Single,Sales
M,19,Single,Sales
M,32,Single,Other
F,29,Single,Other
F,28,Single,Other
M,33,Married,Trades
F,43,Married,Other
M,22,Single,Student
M,22,Single,Student
F,38,Married,Executive
F,38,Married,Executive
F,57,Unspecified,Hospitality
M,32,Married,Sales
M,32,Married,Sales
F,29,Single,Other
M,40,Married,Other
F,42,Married,Other
F,43,Unspecified,Hospitality
F,43,Unspecified,Hospitality
F,37,Married,Executive
M,34,Married,Executive
F,25,Married,Other
F,22,Single,Other
F,22,Single,Other
F,29,Married,Executive
M,34,Single,Professional
F,46,Married,Hospitality
F,46,Married,Hospitality
F,22,Single,Other
M,25,Single,Other
F,37,Single,Other
M,42,Married,Other
M,36,Married,Other
F,25,Single,Other
F,29,Single,Other
M,41,Married,Other
M,23,Single,Other
F,19,Single,Other
M,38,Married,Other
F,44,Married,Other
F,31,Married,Executive
F,31,Married,Executive
F,31,Married,Executive
F,40,Unspecified,Hospitality
F,40,Unspecified,Hospitality
F,22,Married,Other
F,22,Married,Other
M,28,Single,Other
F,23,Single,Other
F,39,Married,Executive
F,39,Married,Executive
F,39,Married,Executive
F,39,Married,Executive
F,48,Married,Hospitality
F,48,Married,Hospitality
F,35,Married,Retail
F,35,Married,Retail
F,32,Married,Executive
F,20,Single,Other
M,52,Unspecified,Other
M,52,Unspecified,Other
M,52,Unspecified,Other
F,63,Married,Retired
F,63,Married,Retired
M,20,Single,Sales
M,20,Single,Sales
F,27,Single,Student
F,27,Single,Retail
M,21,Single,Other
M,21,Single,Other
F,35,Single,Other
F,32,Single,Other
F,29,Single,Other
F,48,Unspecified,Hospitality
F,48,Unspecified,Hospitality
F,29,Single,Retail
M,35,Unspecified,Trades
M,35,Unspecified,Trades
M,40,Married,Retired
M,40,Married,Retired
M,44,Married,Other
F,39,Married,Other
F,39,Married,Other
M,28,Married,Professional
M,28,Married,Professional
M,28,Married,Professional
M,35,Married,Other
M,33,Single,Other
F,42,Married,Other
M,32,Married,Executive
F,40,Married,Other
F,40,Married,Other
F,40,Married,Other
M,43,Married,Sales
F,29,Single,Other
F,19,Single,Retail
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
F,42,Married,Hospitality
F,42,Married,Hospitality
F,42,Married,Hospitality
F,21,Single,Professional
F,21,Single,Professional
F,20,Married,Other
F,20,Married,Other
F,20,Married,Retail
M,39,Single,Other
M,39,Single,Other
M,39,Single,Other
M,21,Single,Other
M,21,Single,Other
F,29,Single,Professional
M,26,Single,Professional
F,20,Married,Other
F,20,Married,Other
F,20,Married,Other
M,19,Single,Other
M,46,Married,Trades
M,46,Married,Trades
M,19,Single,Trades
M,19,Single,Trades
M,26,Single,Professional
M,26,Single,Professional
F,30,Married,Other
M,26,Married,Other
M,26,Married,Other
F,29,Single,Other
F,69,Married,Retired
M,55,Married,Trades
M,55,Married,Trades
F,29,Single,Other
F,33,Single,Professional
M,29,Single,Professional
M,29,Single,Professional
F,28,Single,Other
M,44,Married,Other
M,44,Married,Other
M,53,Married,Retired
M,53,Married,Retired
M,34,Single,Professional
F,25,Married,Executive
M,27,Married,Other
M,43,Married,Sales
M,43,Married,Sales
M,43,Married,Sales
F,21,Single,Hospitality
F,21,Single,Hospitality
F,21,Single,Hospitality
M,17,Single,Student
F,32,Married,Hospitality
M,41,Married,Trades
M,30,Married,Trades
M,46,Married,Professional
M,46,Married,Professional
M,46,Married,Professional
M,21,Single,Professional
M,22,Single,Student
M,34,Married,Other
M,34,Married,Other
M,44,Single,Other
M,44,Single,Other
M,44,Single,Other
M,44,Single,Other
M,44,Single,Other
F,35,Unspecified,Professional
F,53,Unspecified,Hospitality
F,23,Single,Professional
F,23,Single,Professional
M,28,Single,Trades
M,28,Single,Trades
M,28,Single,Trades
M,35,Married,Sales
M,35,Married,Sales
M,34,Single,Professional
M,34,Single,Professional
M,19,Single,Other
M,19,Single,Other
F,44,Married,Other
F,34,Married,Other
F,19,Single,Professional
F,18,Single,Student
F,62,Married,Retired
M,26,Single,Other
M,26,Single,Other
F,42,Married,Other
F,42,Married,Other
M,25,Married,Other
F,22,Single,Student
F,30,Married,Executive
F,30,Married,Executive
M,32,Married,Other
F,20,Single,Retail
F,23,Single,Other
M,21,Single,Other
F,29,Single,Student
M,26,Single,Student
M,26,Single,Student
M,29,Single,Other
M,29,Single,Other
M,40,Single,Other
F,24,Single,Hospitality
F,52,Married,Other
F,44,Married,Other
F,49,Married,Professional
M,35,Married,Sales
M,30,Single,Professional
F,33,Married,Other
F,22,Single,Professional
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
F,26,Single,Professional
M,58,Married,Other
M,58,Married,Other
F,46,Married,Retail
F,47,Married,Other
F,47,Married,Other
F,47,Married,Other
M,40,Married,Sales
M,40,Married,Sales
M,43,Married,Retired
M,43,Married,Retired
M,39,Married,Other
M,59,Married,Trades
M,59,Married,Trades
M,38,Single,Sales
M,38,Single,Sales
M,38,Single,Sales
M,38,Single,Sales
M,41,Single,Sales
M,20,Single,Professional
M,20,Single,Professional
M,24,Single,Student
F,34,Married,Professional
F,34,Married,Professional
F,34,Married,Professional
F,34,Married,Professional
M,29,Single,Other
F,29,Single,Retail
F,29,Single,Student
F,39,Unspecified,Sales
F,59,Unspecified,Hospitality
M,31,Single,Trades
M,40,Married,Sales
M,40,Married,Sales
F,38,Single,Professional
M,31,Married,Sales
F,23,Single,Other
M,31,Single,Other
M,31,Single,Other
M,31,Single,Other
F,29,Single,Other
F,26,Married,Executive
M,23,Single,Sales
F,68,Married,Retired
F,68,Married,Retired
M,29,Married,Other
M,38,Married,Other
M,38,Married,Other
M,23,Single,Professional
M,32,Single,Trades
M,32,Single,Trades
M,24,Single,Sales
M,24,Single,Sales
M,24,Single,Sales
M,32,Single,Other
F,42,Married,Other
F,42,Married,Other
F,27,Single,Other
M,47,Married,Professional
M,47,Married,Professional
M,47,Married,Professional
F,33,Married,Other
F,33,Married,Other
F,33,Married,Other
F,19,Single,Other
F,25,Married,Other
F,27,Single,Sales
M,29,Single,Other
F,46,Married,Other
F,46,Married,Other
F,46,Married,Other
M,28,Single,Other
M,22,Single,Other
M,40,Single,Sales
M,40,Single,Sales
M,40,Single,Sales
F,28,Married,Other
F,39,Single,Professional
M,33,Single,Student
F,24,Single,Professional
F,30,Single,Professional
F,38,Married,Other
F,38,Married,Other
M,38,Married,Sales
F,43,Married,Other
F,31,Married,Retail
F,31,Married,Retail
M,39,Married,Professional
M,39,Married,Professional
F,44,Married,Other
M,19,Single,Trades
M,19,Single,Trades
M,19,Single,Trades
F,29,Single,Professional
M,32,Married,Other
M,32,Married,Other
M,32,Married,Other
F,40,Unspecified,Sales
F,40,Unspecified,Sales
M,41,Single,Professional
M,41,Single,Professional
F,26,Single,Retail
M,48,Unspecified,Trades
F,34,Married,Hospitality
F,34,Married,Hospitality
F,20,Single,Retail
M,43,Married,Other
M,43,Married,Other
F,20,Single,Hospitality
F,45,Married,Other
M,33,Married,Other
M,52,Married,Other
M,52,Married,Other
F,21,Single,Other
F,21,Single,Other
M,22,Single,Student
F,22,Single,Other
M,34,Married,Other
F,35,Married,Other
F,35,Married,Other
F,35,Married,Other
F,28,Single,Other
F,29,Single,Other
F,34,Single,Professional
M,21,Single,Other
M,21,Single,Other
M,41,Married,Other
M,30,Married,Sales
M,39,Married,Sales
M,26,Married,Other
F,26,Married,Executive
F,27,Married,Other
F,27,Married,Other
F,45,Unspecified,Hospitality
M,38,Single,Professional
F,35,Married,Sales
M,24,Single,Trades
M,24,Single,Trades
F,29,Married,Other
F,56,Married,Retired
F,25,Unspecified,Professional
F,25,Unspecified,Professional
F,32,Married,Other
M,20,Single,Student
M,23,Single,Student
F,26,Single,Professional
M,23,Single,Trades
M,23,Single,Trades
F,31,Married,Other
F,31,Married,Other
F,29,Single,Retail
F,31,Single,Retail
F,22,Single,Other
F,58,Unspecified,Hospitality
F,58,Unspecified,Hospitality
M,23,Single,Trades
M,23,Single,Trades
M,24,Single,Retail
M,24,Single,Retail
F,39,Married,Executive
F,39,Married,Executive
M,34,Married,Sales
F,52,Married,Other
F,52,Married,Other
M,36,Single,Other
M,41,Married,Professional
M,41,Married,Professional
F,37,Unspecified,Hospitality
F,37,Unspecified,Hospitality
M,25,Single,Other
M,25,Single,Other
M,56,Unspecified,Other
F,44,Married,Other
F,44,Married,Other
F,31,Married,Hospitality
M,24,Single,Other
M,21,Single,Other
F,30,Married,Hospitality
F,30,Married,Hospitality
F,30,Married,Hospitality
M,54,Married,Other
F,47,Married,Hospitality
F,47,Married,Hospitality
F,54,Married,Retired
M,26,Single,Trades
M,26,Single,Trades
M,44,Single,Other
M,34,Unspecified,Sales
M,34,Unspecified,Sales
M,34,Unspecified,Sales
F,31,Married,Hospitality
M,28,Single,Sales
M,28,Single,Sales
M,28,Single,Sales
F,41,Married,Other
F,41,Married,Other
F,41,Married,Other
F,39,Married,Other
F,40,Married,Other
F,40,Married,Other
M,39,Married,Professional
M,39,Married,Professional
F,22,Single,Other
M,33,Married,Sales
F,42,Married,Other
F,42,Married,Other
M,29,Single,Sales
M,29,Single,Sales
M,28,Married,Professional
M,28,Married,Professional
M,34,Single,Professional
F,30,Single,Other
M,32,Single,Trades
M,32,Single,Trades
M,32,Single,Trades
F,29,Single,Other
M,29,Single,Professional
M,31,Single,Trades
M,36,Single,Executive
F,28,Single,Professional
M,21,Single,Student
M,21,Single,Student
F,28,Single,Other
F,37,Married,Other
M,26,Single,Other
M,26,Single,Other
F,45,Married,Other
F,22,Single,Sales
F,31,Single,Professional
M,19,Single,Sales
M,20,Single,Sales
F,25,Single,Professional
F,25,Single,Retail
F,37,Unspecified,Hospitality
F,25,Single,Retail
M,29,Single,Other
M,29,Single,Other
F,30,Married,Other
F,43,Married,Other
M,24,Single,Executive
M,24,Single,Executive
M,33,Married,Executive
M,33,Married,Executive
F,23,Single,Other
F,23,Single,Other
F,44,Married,Retired
F,46,Married,Executive
F,46,Married,Executive
F,19,Single,Other
M,19,Single,Other
M,19,Single,Other
F,20,Single,Other
M,35,Single,Sales
F,35,Unspecified,Hospitality
F,35,Unspecified,Hospitality
F,35,Unspecified,Hospitality
F,25,Single,Other
F,25,Single,Other
F,25,Single,Other
F,40,Unspecified,Hospitality
F,40,Unspecified,Hospitality
F,40,Unspecified,Hospitality
F,28,Married,Other
F,28,Married,Other
M,44,Married,Other
M,44,Married,Other
M,44,Married,Other
M,25,Single,Sales
F,30,Married,Other
F,30,Married,Other
F,30,Married,Other
F,30,Married,Other
F,30,Married,Other
F,33,Married,Executive
M,24,Single,Other
M,24,Single,Other
F,22,Single,Other
F,46,Unspecified,Hospitality
F,46,Unspecified,Hospitality
F,39,Single,Other
F,26,Married,Other
M,23,Single,Student
F,31,Married,Other
F,46,Married,Hospitality
F,34,Married,Professional
F,34,Married,Professional
F,59,Married,Retired
F,30,Married,Executive
F,30,Married,Executive
F,30,Married,Executive
F,37,Married,Professional
F,37,Married,Professional
M,53,Married,Professional
M,53,Married,Professional
M,53,Married,Professional
F,20,Single,Professional
F,30,Single,Retail
F,30,Single,Retail
F,29,Single,Student
M,27,Single,Trades
F,25,Single,Retail
M,40,Married,Trades
F,31,Single,Professional
F,38,Married,Professional
F,33,Married,Hospitality
F,33,Married,Hospitality
F,28,Single,Other
F,37,Unspecified,Hospitality
M,27,Single,Sales
M,27,Single,Sales
M,32,Married,Sales
M,26,Single,Professional
M,26,Single,Professional
F,43,Married,Other
F,43,Married,Other
F,43,Married,Other
F,43,Married,Other
F,20,Single,Other
F,64,Married,Other
F,29,Single,Other
M,55,Married,Other
M,55,Married,Other
M,45,Married,Other
F,29,Single,Sales
F,26,Single,Sales
M,43,Married,Other
M,43,Married,Other
M,59,Married,Trades
M,59,Married,Trades
M,47,Married,Professional
M,47,Married,Professional
M,33,Married,Other
M,33,Married,Other
M,33,Married,Other
F,40,Married,Executive
F,40,Married,Executive
M,30,Single,Other
F,38,Married,Retail
M,44,Married,Sales
F,38,Married,Other
M,21,Single,Professional
F,21,Single,Other
F,41,Married,Executive
F,37,Married,Other
F,32,Married,Other
F,32,Married,Other
F,43,Married,Executive
F,43,Married,Executive
F,43,Married,Executive
F,43,Married,Executive
M,34,Married,Other
M,52,Married,Professional
M,52,Married,Professional
M,31,Single,Other
M,26,Single,Other
M,26,Single,Other
M,26,Single,Other
M,34,Married,Executive
M,24,Single,Other
M,24,Single,Other
M,32,Married,Trades
M,32,Married,Trades
F,60,Married,Retired
F,20,Single,Student
M,23,Single,Sales
F,19,Single,Retail
F,19,Single,Retail
M,30,Single,Trades
M,30,Single,Trades
M,23,Single,Professional
M,23,Single,Professional
M,23,Single,Professional
F,48,Married,Other
F,48,Married,Other
F,27,Married,Executive
F,24,Married,Retail
F,24,Married,Retail
F,24,Married,Retail
F,20,Single,Other
F,24,Single,Other
M,20,Single,Executive
M,59,Married,Professional
M,59,Married,Professional
F,47,Married,Sales
M,58,Married,Other
M,58,Married,Other
M,58,Married,Other
M,58,Married,Other
F,27,Single,Other
F,55,Married,Other
M,25,Single,Sales
F,26,Single,Other
F,40,Married,Other
F,40,Married,Other
F,50,Married,Retail
M,32,Single,Other
M,32,Single,Other
M,32,Single,Other
M,54,Married,Retired
M,54,Married,Retired
M,54,Married,Retired
F,24,Single,Retail
M,23,Single,Professional
F,26,Single,Sales
M,40,Married,Executive
F,38,Married,Other
F,38,Married,Other
M,28,Single,Student
M,21,Single,Other
M,21,Single,Other
M,38,Married,Executive
M,38,Married,Executive
M,42,Unspecified,Trades
M,24,Single,Professional
M,19,Single,Other
M,22,Single,Other
M,27,Single,Other
M,27,Single,Other
F,20,Single,Student
F,36,Married,Professional
F,46,Married,Executive
F,46,Married,Executive
F,46,Married,Executive
M,42,Married,Other
M,45,Married,Retired
M,45,Married,Retired
M,37,Married,Sales
F,27,Single,Professional
